__version__;_id;_index;_submission_time;_uuid;_validation_status;able_to_observe_toilet;age_of_respondent;area;cant_access_money_for_toilet;cant_afford_toilet;cleaned_toilet;cleanliness_of_neighborhood;cleanliness_of_pan;cleanliness_of_slab;community;community_other;concerns_about_using_ctg_toilet;concerns_about_using_ctg_toilet_specify;container_replaced_freq_ctg;cost_per_month;cost_per_month_endline;cost_per_other;cost_per_use;cost_per_week;ctg_cleanliness;ctg_information_family;ctg_information_friend;ctg_information_neighbour;ctg_information_other;ctg_information_other_specify;ctg_information_salesagent;ctg_information_source;ctg_information_spouse;ctg_issues;ctg_issues_excessive_smell_when_open;ctg_issues_full;ctg_issues_leaking;ctg_issues_none;ctg_issues_smells_when_closed;ctg_recommendation;ctg_recommendation_family;ctg_recommendation_friend;ctg_recommendation_neighbour;ctg_recommendation_none;ctg_recommendation_other;ctg_recommendation_other_specify;customer.available.and.over.18;customer.willing.to.participate;date;dce1;dce10;dce11;dce12;dce13;dce14;dce15;dce16;dce2;dce3;dce4;dce5;dce6;dce7;dce8;dce9;development_priority_of_neighborhood;deviceid;displaytenant;district;door_lockable_inside;door_lockable_outside;electricity_situation;employment_type;ever_unable_to_use_ctg;ever_unable_to_use_ctg_specify;exclusion_from_toilet_usage;exclusion_from_toilet_usage_reason;fear_of_being_removed;female_<_5_years;female_>_1_8_years;female_5_1_8_years;fuel_used_for_cooking;functioning_toilet;functioning_toilet_isctg;handwashing_facility;highest_level_of_education;house_ownership;how_likely_to_recommend_clean_team;howmanyoppositesex;image_of_CTGtoilet;image_of_house;is_ctg_available;knowledge_of_toilet_sharing;landlord_residence;location_of_water_source;main_material_of_floor;main_material_of_roof;main_material_of_wall;male_<_5_years;male_>_1_8_years;male_5_1_8_years;management_of_children_feces;marital_status;mechanical_emptying;number_households_sharing;number_of_households;number_of_rooms;numeber_of_daily_toilet_usage;odour_control_agents_ash;odour_control_agents_baseline;odour_control_agents_chemicals;odour_control_agents_endline;odour_control_agents_other_baseline;odour_control_agents_other_endline;odour_control_agents_other_specify;odour_control_agents_ash;odour_control_baseline;odour_control_endline;pan_material;people_using_ctg;perception_about_neighborhood;pit_lining;pit_lining_other;presence_of_drain;presence_of_paved_road;presence_of_street_lights;primary_solidwaste_collection;random_wtp_1;random_wtp_2;random_wtp_3;rent_paid;safety_of_neighborhood;sanqol_assault;sanqol_assault_young;sanqol_cleanliness;sanqol_cleanliness_young;sanqol_convenience;sanqol_convenience_young;sanqol_cost;sanqol_cost_young;sanqol_disgust;sanqol_disgust_young;sanqol_health;sanqol_health_young;sanqol_privacy;sanqol_privacy_young;sanqol_proud;sanqol_proud_young;sanqol_safety;sanqol_safety_young;sanqol_shame;sanqol_shame_young;sanqol_smell;sanqol_smell_young;satisfaction_avoiding_unpleasant_odour;satisfaction_avoiding_unpleasant_odour_not_in_use;satisfaction_combine_duities_and_using_toilet;satisfaction_manage_menstrual_hygiene;satisfaction_towards_cost_of_latrine_usage;satisfaction_towards_ease_to_access;satisfaction_towards_ease_to_use;satisfaction_towards_privacy_of_toilet_use;satisfaction_towards_toilet_cleanliness;satisfaction_towards_toilet_uncomfortabity;selectrandomperson;sex_mainrespondent;sharing_of_toilet_baseline;sharing_of_toilet_endline;simserial;slab_material;slab_material_other;smell_reduction_system;smell_reduction_system_none;smell_reduction_system_other;smell_reduction_system_other_specify;smell_reduction_system_pipe;smell_reduction_system_simplecover;smell_reduction_system_waterseal;smell_reduction_system_window_or_vent;soap_for_handwashing;source_of_water_for_drinking;source_of_water_for_other_purposes;survey.start.time;time;time_to_access_toilet;time_to_get_water;toilet_door;toilet_location_baseline;toilet_location_ctg;toilet_on_compound_cant_use;toilet_public_usage_baseline;toilet_public_usage_endline;toilet_roof;toilet_scrubbedmopped_frequency;toilet_use_payment_option;toilet_use_payment_option_other;toilet_walls;type_of_toilet;type_of_toilet_001;type_of_toilet_other;type_of_toilet_other_001;urinate_or_defecate_at_night;urinate_or_defecate_at_night_use_ctg;use_non_ctg_toilet;vas1;vas2;vas3;vas4;wait_for_replacement_ctg;water_for_handwashing;why_not_observed;why_not_use_a_toilet;why_not_use_a_toilet_other;why_not_use_household_toilets;why_not_use_household_toilets_other;wtp_carrying;wtp_carrying_10;wtp_carrying_15;wtp_carrying_5;wtp_enclosure;wtp_enclosure_10;wtp_enclosure_15;wtp_enclosure_5;wtp_frequency;wtp_frequency_10;wtp_frequency_15;wtp_frequency_5;years_living_in_current_house;household_size;adults;kids;sanqol_assault_num;sanqol_cleanliness_num;sanqol_convenience_num;sanqol_cost_num;sanqol_disgust_num;sanqol_health_num;sanqol_privacy_num;sanqol_proud_num;sanqol_safety_num;sanqol_shame_num;sanqol_smell_num;satisfaction_towards_privacy_of_toilet_use_num;satisfaction_towards_toilet_cleanliness_num;satisfaction_combine_duities_and_using_toilet_num;sanqol_rawindex;sanqol_rawscore;cost_per_month_public_baseline
1;69821859;36;2019-10-01T20:00:24;65dee726-782c-4ea0-ab08-607f5c71d566;NA;Yes;22;NA;No;No;Twice a week;Yes;Appears clean;Appears clean;Afrancho Brokrong;NA;No;NA;2;NA;NA;NA;0.5;NA;Appears clean;0;0;0;0;NA;1;Sales agent;0;None applicable;0;0;0;1;0;None;0;0;0;1;0;NA;Yes;Yes;21.09.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Road;3.60E+14;NA;Suame Municipal;NA;NA;Household meter connection;Casual worker/piece work;No;NA;No;NA;No;0;1;0;LPG;Yes;Yes;No;Senior Secondary;Rent;Would recommend;NA;1569091138755.jpg;1560419542068.jpg;NA;NA;No;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;1;1;No children <5 years present;Single and never married;Yes;NA;12;1;2;0;NA;0;Sawdust;NA;0;NA;1;Don't Know;Yes;other;3;Yes;NA;NA;No;Yes;No;Taken outside the compound to a disposal site by househld members;2;2;3;0;Yes;3;NA;3;NA;3;NA;0;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;4;4;NA;NA;4;4;4;4;4;4;NA;Male;Yes;No;NA;Ceremic;NA;Water seal/Flushing toilet Window/Vent holes;0;0;NA;0;0;1;1;No;Sachet water;Piped water, piped to public tap/standpipe;2019-09-21T18:36:24.711Z;1;60;10;No;Elsewhere;Inside the house in a dedicated room;NA;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;8;4;3;4;0;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;8;3;3;0;3;0;0;0;0;0;0;0;0;0;0;4;4;NA;1;15;90
1;69821991;37;2019-10-01T20:01:54;f9ed2f62-2d52-4eb4-bca3-9f68eba5ead3;NA;Yes;52;NA;No;No;Twice a week;Yes;Appears clean;Appears clean;Afrancho Brokrong;NA;No;NA;2;NA;NA;NA;0.5;NA;Appears clean;0;0;0;0;NA;1;Sales agent;0;None applicable;0;0;0;1;0;Neighbour;0;0;1;0;0;NA;Yes;Yes;21.09.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Waste management;3.60E+14;NA;Suame Municipal;Yes;Yes;Shared meter connection;Formal employee (Government);No;NA;No;NA;No;0;1;0;Charcoal;Yes;Yes;No;Refuse to answer;Own;Would recommend;NA;1569090559536.jpg;1560421703433.jpg;NA;NA;NA;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;1;2;No children <5 years present;Married;Yes;NA;10;1;2;0;NA;0;Sawdust;NA;0;NA;1;Don't Know;Yes;other;2;Yes;NA;NA;Yes;Yes;No;Taken outside the compound to a disposal site by househld members;2;1;3;NA;Yes;0;NA;2;NA;3;NA;0;NA;3;NA;3;NA;3;NA;3;NA;2;NA;3;NA;3;NA;3;3;NA;NA;3;3;3;3;3;3;NA;Male;Yes;No;NA;Ceremic;NA;Water seal/Flushing toilet Window/Vent holes;0;0;NA;0;0;1;1;No;Sachet water;Piped water, piped to public tap/standpipe;2019-09-21T18:27:11.622Z;1;20;10;Yes;Elsewhere;Inside the house in a dedicated room;NA;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I hold it in;Yes;No;8;4;5;5;0;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;35;4;4;0;0;1;0;0;0;0;0;0;1;0;0;3;3;NA;0.933333333;14;120
1;70590602;69;2019-10-09T16:04:02;2fa0397b-c2b0-44ee-b91e-73bd665808ed;NA;Yes;32;NA;No;No;Twice a week;Yes;Appears clean;Appears clean;Afrancho Brokrong;NA;No;NA;2;NA;3.5;NA;0.5;NA;Appears clean;0;0;0;0;NA;1;Sales agent;0;None applicable;0;0;0;1;0;Friend;0;1;0;0;0;NA;Yes;Yes;08.10.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Employment;3.60E+14;NA;Suame Municipal;NA;NA;Household meter connection;Self employee/Business;No;NA;No;NA;No;0;1;0;LPG;Yes;No;No;Junior Secondary (P 7-9);Rent;Would recommend;NA;NA;1560425484687.jpg;No;NA;No;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;0;No children <5 years present;Married;Yes;NA;15;1;1;0;NA;0;Sawdust;NA;0;NA;1;Don't Know;Yes;other;1;Yes;NA;NA;No;Yes;No;Stored at household and collected by a private individual;1;3;1;45;Yes;0;NA;2;NA;2;NA;1;NA;3;NA;3;NA;3;NA;2;NA;3;NA;3;NA;2;NA;3;3;3;3;3;3;3;3;3;3;NA;Female;No;No;NA;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes Other;0;1;NA;1;0;1;1;No;Sachet water;Piped water, piped to public tap/standpipe;2019-10-08T12:05:42.005Z;1;8;4;No;Elsewhere;Inside the house in a dedicated room;NA;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;No, I hold it in;Yes;8;3;3;5;0;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;5;1;1;0;0;1;1;1;0;0;0;1;0;0;1;3;3;3;1;15;15
1;70590621;65;2019-10-09T16:04:14;ca2f242d-d734-4bea-96f1-a08e0839102f;NA;Yes;29;NA;No;No;Twice a week;Yes;Appears dirty or sandy/made of dirt;Appears dirty or sandy/made of dirt;Afrancho Brokrong;NA;No;NA;2;NA;NA;NA;0.5;NA;Appears clean;0;0;0;0;NA;1;Sales agent;0;None applicable;0;0;0;1;0;Neighbour Friend;0;1;1;0;0;NA;Yes;Yes;08.10.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Road;3.60E+14;NA;Suame Municipal;NA;NA;Household meter connection;Self employee/Business;No;NA;No;NA;No;0;1;0;Charcoal;Yes;Yes;Yes;Junior Secondary (P 7-9);Rent;Would recommend;NA;NA;1564144928327.jpg;NA;NA;No;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;0;No children <5 years present;Single and never married;Yes;NA;4;1;1;0;Chemicals;0;Sawdust;NA;0;NA;1;Yes;Yes;Concrete;1;Yes;NA;NA;Yes;Yes;No;Stored at household and collected by a private individual;2;1;1;35;Yes;0;NA;3;NA;3;NA;0;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;4;4;4;4;4;4;4;4;4;4;NA;Female;Yes;No;NA;Ceremic;Tiles;Water seal/Flushing toilet;0;0;NA;0;0;1;0;Yes;Sachet water;Piped water, piped to public tap/standpipe;2019-10-08T12:37:23.627Z;1;40;3;No;Elsewhere;Inside the house in a dedicated room;No;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;9;3;4;5;0;Yes;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;1;15;15
1;70590617;72;2019-10-09T16:04:11;eef24c82-39ef-465f-b990-ebde4c617c31;NA;Yes;40;NA;No;No;Twice a week;Yes;Appears dirty or sandy/made of dirt;Appears dirty or sandy/made of dirt;Afrancho Brokrong;NA;No;NA;2;NA;NA;NA;0.5;NA;Appears clean;0;0;0;0;NA;1;Sales agent;0;None applicable;0;0;0;1;0;Friend;0;1;0;0;0;NA;Yes;Yes;08.10.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Employment;3.60E+14;NA;Suame Municipal;Yes;Yes;Shared meter connection;Casual worker/piece work;No;NA;No;NA;No;0;1;1;LPG;Yes;Yes;No;Primary (P 1-6);Rent;Would recommend;NA;NA;1564147078899.jpg;NA;NA;Yes;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;1;1;No children <5 years present;Married;Yes;NA;6;1;2;0;NA;0;Sawdust;NA;0;NA;1;Don't Know;Yes;Concrete;4;Yes;NA;NA;Yes;Yes;No;Stored at household and collected by a private individual;2;2;3;0;Yes;0;NA;3;NA;3;NA;0;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;4;4;4;4;4;4;4;4;4;4;NA;Female;Yes;No;NA;Ceremic;Tiles;Water seal/Flushing toilet;0;0;NA;0;0;1;0;No;Sachet water;Piped water, piped to public tap/standpipe;2019-10-08T12:23:14.886Z;1;30;5;Yes;Elsewhere;Inside the house in a room also used for other purposes;No;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;Yes;Yes;No;9;5;4;5;0;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;1;15;120
1;74254621;140;2019-11-13T14:49:53;39412ecc-f245-4145-b428-ae2042fb7724;NA;Yes;34;NA;No;No;Several times a week;Yes;Appears clean;Appears dirty or sandy/made of dirt;Abrepo;NA;No;NA;2;NA;NA;NA;0.2;NA;Appears dirty;0;1;0;0;NA;0;Friend;0;None applicable;0;0;0;1;0;Friend;0;1;0;0;0;NA;Yes;Yes;12.11.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Roads,  solid waste management;3.60E+14;NA;Suame Municipal;Yes;Yes;Shared meter connection;Self employee/Business;No;NA;No;NA;No;1;0;1;Charcoal;Yes;Yes;No;Primary (P 1-6);Rent;Would recommend;NA;1573656459711.jpg;1566062844864.jpg;NA;NA;Yes;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;1;None;Married;Yes;NA;7;1;2;0;Chemicals;1;Chemicals;NA;0;NA;0;Yes;Yes;other;4;Yes;NA;NA;Yes;No;Yes;Stored at public place and collected b a company;1;3;1;100;Yes;0;NA;3;NA;3;NA;0;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;3;3;3;4;3;4;3;3;3;NA;Female;Yes;No;NA;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;No;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-11-12T12:42:14.584Z;1;10;5;Yes;Elsewhere;Inside the house in a room also used for other purposes;No;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;9;4;8;4;0;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;6;3;2;1;0;0;0;0;0;0;0;0;0;0;0;3;3;3;1;15;36
1;71488903;94;2019-10-18T07:07:37;c2265445-10e5-45c4-91ac-5f6fe7a52a3d;NA;Yes;32;NA;Yes;No;Several times a week;Yes;Visible feces;Appears dirty or sandy/made of dirt;Abrepo;NA;No;NA;2;NA;NA;NA;0.5;NA;Appears clean;0;0;0;0;NA;1;Sales agent;0;None applicable;0;0;0;1;0;Friend;0;1;0;0;0;NA;Yes;Yes;10.10.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Employment;3.60E+14;NA;Suame Municipal;NA;NA;Household meter connection;Self employee/Business;No;NA;No;NA;No;0;1;0;LPG;Yes;Yes;Yes;Post-primary training (e.g. vocational, trailoring, masonry);Rent;Would recommend;NA;NA;1566056502418.jpg;NA;NA;No;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;1;No children <5 years present;Married;Yes;NA;4;1;1;0;NA;0;Sawdust;NA;0;NA;1;Don't Know;Yes;Concrete;2;Yes;NA;NA;No;Yes;No;Stored at household and collected by a private individual;1;3;1;25;Yes;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;3;4;3;3;4;4;3;3;3;NA;Female;Yes;No;NA;Ceremic;NA;Water seal/Flushing toilet Pipe ventilation Simple cover Window/Vent holes;0;0;NA;1;1;1;1;Yes;Sachet water;Piped water, piped to public tap/standpipe;2019-10-10T14:38:44.373Z;1;10;4;No;Elsewhere;Inside the house in a dedicated room;No;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;10;3;4;3;0;Yes;NA;NA;NA;NA;NA;No;NA;NA;NA;Yes;NA;NA;Yes;No;NA;NA;NA;3;2;2;0;3;0;0;3;0;0;0;0;0;0;0;3;3;4;1;15;30
1;71488905;95;2019-10-18T07:07:39;51ff996a-4e9a-4ec0-8ace-c5aae6f35b76;NA;Yes;29;NA;No;No;Several times a week;Yes;NA;NA;Abrepo;NA;Yes;Wet sawdust;2;NA;NA;NA;0.3;NA;Appears clean;0;0;0;0;NA;1;Sales agent;0;None applicable;0;0;0;1;0;Neighbour;0;0;1;0;0;NA;Yes;Yes;10.10.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Employment;3.60E+14;NA;Suame Municipal;NA;NA;Shared meter connection;Unemployed/housewife;No;NA;No;NA;No;0;2;1;Charcoal;Yes;Yes;Yes;Senior Secondary;Rent;Would recommend;NA;NA;1566063870661.jpg;NA;NA;No;In own yard/plot;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;0;No children <5 years present;Married;Yes;NA;6;1;2;0;Chemicals;0;Sawdust;NA;0;NA;1;Yes;Yes;NA;3;Yes;NA;NA;No;Yes;No;Stored at household and collected by a private individual;2;2;3;30;Yes;0;NA;3;NA;3;NA;0;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;4;4;4;4;4;4;4;4;4;4;NA;Female;Yes;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Sachet water;Protected well;2019-10-10T14:55:38.046Z;1;17;1;No;Elsewhere;Inside the house in a dedicated room;Yes;Yes;No;No;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;NA;NA;NA;No, I hold it in;Yes;No;10;4;5;3;0;Yes;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;1;15;54
1;71488908;96;2019-10-18T07:07:40;b254723e-12e7-4089-9f01-4ae92e8a10e3;NA;Yes;NA;NA;NA;NA;NA;NA;NA;NA;Abrepo;NA;No;NA;NA;NA;NA;NA;NA;NA;Appears clean;NA;NA;NA;NA;NA;NA;NA;NA;None applicable;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;Yes;Yes, though at a later date;10.10.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.60E+14;NA;Suame Municipal;Yes;Yes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;NA;NA;NA;NA;NA;1566064918895.jpg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Don't Know;NA;NA;NA;NA;NA;Chemicals;NA;NA;NA;NA;NA;NA;Yes;NA;NA;NA;NA;Don’t Know;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;NA;NA;2019-10-10T15:14:48.134Z;1;NA;NA;Yes;In own dwelling;NA;NA;Yes;NA;Yes;Once a day;None;NA;Yes;VIP latrine;NA;NA;NA;Yes;NA;NA;NA;NA;NA;NA;NA;Yes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;72976836;133;2019-11-01T02:31:39;5c5acf40-3d26-496f-a4af-17f5a5fdb5ea;NA;No;38;NA;No;No;Several times a week;Yes;Appears clean;Appears clean;Abrepo;NA;No;NA;2;NA;NA;NA;0.5;NA;NA;0;0;0;0;NA;1;Sales agent;0;NA;NA;NA;NA;NA;NA;Friend;0;1;0;0;0;NA;Yes;Yes;17.10.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Roads, solid waste management;3.60E+14;NA;Suame Municipal;NA;NA;Shared meter connection;Self employee/Business;No;NA;No;NA;No;0;0;2;Charcoal;Yes;Yes;NA;Primary (P 1-6);Rent;Would recommend;NA;NA;1566995163889.jpg;NA;NA;No;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;1;None;Married;Yes;NA;7;1;2;0;Chemicals;0;Sawdust;NA;0;NA;1;Yes;Yes;other;3;Yes;NA;NA;No;No;No;Stored at public place and collected b a company;2;2;3;80;Yes;0;NA;3;NA;3;NA;0;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;NA;3;3;3;3;3;3;3;4;3;3;NA;Female;Yes;No;8.92E+18;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;NA;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-10-17T14:13:23.748+01;1;10;5;NA;Elsewhere;Inside the house in a room also used for other purposes;No;Yes;No;NA;More than once a day;Per use;NA;NA;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;8;4;8;4;5;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;1;15;90
1;78607672;255;2019-12-19T13:23:08;b381a3aa-862f-4167-b447-d6edc97b5850;NA;Yes;35;NA;NA;NA;Several times a week;Yes;Appears clean;Appears clean;Abrepo;NA;No;NA;2;NA;NA;NA;NA;NA;Appears clean;0;0;0;1;NA;1;Other Sales agent;0;None applicable;0;0;0;1;0;Family member;1;0;0;0;0;NA;Yes;Yes;18.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Street lights;3.60E+14;NA;Suame Municipal;Yes;Yes;Household meter connection;Formal employee (Government);No;NA;No;NA;No;0;1;2;LPG;Yes;Yes;Yes;University;Rent;Would recommend;NA;NA;1570884163380.jpg;NA;NA;No;In own dwelling;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;1;2;No children <5 years present;Married;Yes;NA;2;2;NA;0;NA;0;Sawdust;NA;0;NA;1;No;Yes;Concrete;6;Yes;NA;NA;Yes;Yes;No;Stored at household and collected by a private individual;2;1;1;40;Yes;0;NA;2;NA;2;NA;0;NA;3;NA;3;NA;3;NA;3;NA;2;NA;3;NA;2;NA;3;3;3;3;3;3;3;3;4;3;NA;Female;Yes;No;NA;Ceremic;NA;Simple cover Pipe ventilation Window/Vent holes;0;0;NA;1;1;0;1;Yes;Sachet water;Piped water, piped into dwellings;2019-12-18T17:02:21.558Z;1;NA;0;Yes;In own compound;Inside the house in a dedicated room;NA;No;No;Yes;Once a day;None;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;Yes;Yes;No;9;3;5;1;0;Yes;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;4;6;6;0;0;1;1;0;0;0;0;0;1;0;1;3;4;3;0.933333333;14;NA
